,study,MAT,MAP,AI,BD,sand,clay,SOC,CN,pH,soil.biodiversity,MBC,FBratio,cropland.type,Nrate,OF2,tillage,irrigation,type,application,richness,duration,cover.days,terminate.time,yield,SOCrr,N2O,CH4,MWD,AMS,climate,soil,microbe,agriculture,CC,type
174,156,17.2,1446,1.0404,1.218,31.33333333,25.126,18.25,9.263959391,7.84,0.423930377,62.97409821,1.919821262,paddy,178.245,2,1,3,1,1,1,2,228,16,0.05654061,0.019041475,0.000669582,0.026644748,0.049756403,0.02688251,0.082058883,-0.111003225,0.03352907,0.036683274,-0.011330808,legume
175,156,17.2,1446,1.0404,1.218,31.33333333,25.126,18.25,9.263959391,7.84,0.423930377,62.97409821,1.919821262,paddy,178.245,2,1,3,1,1,1,3,244,16,0.058195181,0.021178463,0.100226408,0.026943349,0.17349929,0.03552651,0.082058883,-0.111003225,0.03352907,0.036683274,-0.013696969,legume
176,158,17.6,1741,1.3245,1.134,41.58333333,21.75,20.12761021,13.88111049,5.12,0.518979311,72.06259918,2.687119484,paddy,139.8,2,1,3,1,1,1,1,191,14,0.023070487,0.087953448,0.460016532,-0.241085259,-0.037308764,0.042928549,0.093315018,-0.089644891,0.04174377,0.03954908,-0.004914239,legume
177,158,17.6,1741,1.3245,1.134,41.58333333,21.75,20.12761021,13.88111049,5.12,0.518979311,72.06259918,2.687119484,paddy,139.8,2,1,3,1,1,1,1,191,14,0.023070487,0.087953448,0.460016532,-0.241085259,-0.037308764,0.042928549,0.093315018,-0.089644891,0.04174377,0.03954908,-0.004914239,legume
178,113,17,1341,0.9882,1.081,24.375,30.125,28.53828306,9.176296804,7.1,0.444547981,75.3302002,2.531512022,paddy,100,1,1,3,2,2,1,1,12,-19,0.072768969,0.056940297,0.341968839,0.113225665,-0.061514142,0.000504282,0.083160631,-0.125282963,0.04045283,0.010129679,0.01866111,legume
179,162,17.6,1795,1.32,1.278,37,24.16666667,14,18.42105263,5.52,0.519090712,101.8830032,2.767301321,paddy,0,1,1,3,1,1,1,1,165,29,0.152245971,0.147870838,0.893116788,0.313377612,-0.085144982,-0.006046068,0.088875107,-0.094245265,0.049596342,0.017583979,0.001205815,legume
180,162,17.6,1795,1.32,1.278,37,24.16666667,14,18.42105263,5.52,0.519090712,101.8830032,2.767301321,paddy,276,1,1,3,1,1,1,1,165,29,0.116677736,0.143130768,1.247922395,0.268906717,-0.066201551,-0.032056193,0.088875107,-0.094245265,0.049596342,-0.002989887,0.001205815,legume
181,163,26.83333397,1484,0.8351,1.486,66,15.5,4.06032483,5.075406038,6.1,0.848505974,79.15787964,3.050595704,paddy,0,1,1,2,2,1,1,1,53,1,0.09866082,0.045927805,0.542574254,0.055328832,0.125599557,0.021999336,0.0981722,-0.083911524,0.050923409,0.017845402,0.012541268,legume
182,163,26.83333397,1484,0.8351,1.486,66,15.5,4.06032483,5.075406038,6.1,0.848505974,79.15787964,3.050595704,paddy,60,1,1,2,2,1,1,1,30,-23,0.016107746,0.040556103,0.449783643,0.04469692,0.123764799,-0.000451926,0.0981722,-0.083911524,0.050923409,0.013372823,0.015598111,legume
183,163,26.83333397,1484,0.8351,1.486,66,15.5,4.06032483,5.075406038,6.1,0.848505974,79.15787964,3.050595704,paddy,600,1,1,2,2,2,1,1,52,1,0.002460077,0.036522525,0.36655447,-0.04278945,0.13506463,0.012715126,0.0981722,-0.083911524,0.050923409,-0.026880393,0.011969995,legume
184,35,13.2,1515.5,1.3346,1.312,38.375,21.25,11.9,13.67816092,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,2,3,1,2,1,204,7,0.300275768,0.361454445,0.607312539,1.232184031,-0.094335224,-0.001618606,0.092010162,-0.094035594,0.060247295,0.011136533,0.015031008,legume
185,35,13.2,1515.5,1.3346,1.312,38.375,21.25,11.9,13.67816092,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,2,3,1,2,1,204,7,0.300275768,0.361454445,0.607312539,1.232184031,-0.094335224,-0.001618606,0.092010162,-0.094035594,0.060247295,0.011136533,0.015031008,legume
186,35,13.2,1515.5,1.3346,1.312,38.375,21.25,11.9,13.67816092,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,2,3,1,2,1,204,7,0.300275768,0.361454445,0.607312539,1.232184031,-0.094335224,-0.001618606,0.092010162,-0.094035594,0.060247295,0.011136533,0.015031008,legume
187,35,13.2,1515.5,1.3346,1.312,38.375,21.25,11.9,13.67816092,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,2,3,1,2,2,204,7,0.306436067,0.35626035,0.425816527,1.232169429,0.070342639,0.027133415,0.092010162,-0.094035594,0.060247295,0.011136533,0.015847244,legume
188,35,13.2,1515.5,1.3346,1.312,38.375,21.25,11.9,13.67816092,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,2,3,1,2,2,204,7,0.306436067,0.35626035,0.425816527,1.232169429,0.070342639,0.027133415,0.092010162,-0.094035594,0.060247295,0.011136533,0.015847244,legume
189,35,13.2,1515.5,1.3346,1.312,38.375,21.25,11.9,13.67816092,6.2,0.473522007,173.9660034,1.645665169,paddy,90,1,1,2,3,1,2,2,204,7,0.306436067,0.35626035,0.425816527,1.232169429,0.070342639,0.027133415,0.092010162,-0.094035594,0.060247295,0.011136533,0.015847244,legume
190,164,26.84166718,1500,0.8884,1.41,41.20833333,25.79166667,6.7,9.305555556,6.7,0.83760488,83.03269958,2.328147173,paddy,100,1,1,1,1,1,1,1,68,13,0.074002272,0.037788721,0.356055722,0.171564816,-0.009815301,-0.009743214,0.102873518,-0.109311796,0.047538884,0.010652527,0.019487195,legume
191,164,26.84166718,1500,0.8884,1.41,41.20833333,25.79166667,6.7,9.305555556,6.7,0.83760488,83.03269958,2.328147173,paddy,100,1,1,1,1,1,1,2,68,10,0.090891163,0.03842915,0.317011912,0.175991162,0.079011608,0.007328652,0.102873518,-0.109311796,0.047538884,0.010652527,0.0201137,legume
192,164,26.84166718,1500,0.8884,1.41,41.20833333,25.79166667,6.7,9.305555556,6.7,0.83760488,83.03269958,2.328147173,paddy,80,1,1,1,1,1,1,1,70,18,0.097523552,0.03193505,0.374021727,0.180687341,-0.010025469,-0.006422754,0.102873518,-0.109311796,0.047538884,0.012143387,0.019405615,legume
193,164,26.84166718,1500,0.8884,1.41,41.20833333,25.79166667,6.7,9.305555556,6.7,0.83760488,83.03269958,2.328147173,paddy,80,1,1,1,1,1,1,2,67,15,0.107342992,0.036409773,0.32793878,0.179369844,0.078594576,0.010894801,0.102873518,-0.109311796,0.047538884,0.012143387,0.02062882,legume
194,168,17.6,1788.8,1.3108,1.2152,23.2,6.8,20.12761021,10.59347906,5.59,0.521839678,101.8830032,2.767301321,paddy,120,1,1,3,1,1,1,4,165,57,0.177860364,0.096098611,0.436854437,0.203136626,0.148030207,0.052835171,0.088321129,-0.076460707,0.04964076,0.008638819,0.005425354,legume
195,168,17.6,1788.8,1.3108,1.2152,23.2,6.8,20.12761021,10.59347906,5.59,0.521839678,101.8830032,2.767301321,paddy,120,1,1,3,1,1,1,4,165,57,0.177860364,0.096098611,0.436854437,0.203136626,0.148030207,0.052835171,0.088321129,-0.076460707,0.04964076,0.008638819,0.005425354,non-legume
196,168,17.6,1788.8,1.3108,1.2152,23.2,6.8,20.12761021,10.59347906,5.59,0.521839678,101.8830032,2.767301321,paddy,120,1,1,3,1,1,1,4,165,57,0.177860364,0.096098611,0.436854437,0.203136626,0.148030207,0.052835171,0.088321129,-0.076460707,0.04964076,0.008638819,0.005425354,legume
197,170,25.04999924,2245,1.4031,1.1796,43.5,25.5,10.32482599,8.159337751,5.9,0.970000744,61.11740112,2.416779518,paddy,170,1,1,3,1,1,1,1,45,1,0.033413167,0.070264029,0.409056681,0.059977701,0.0184731,0.004598454,0.097069789,-0.098660256,0.044759944,0.00491167,0.023302964,non-legume
198,170,25.04999924,2245,1.4031,1.1796,43.5,25.5,10.32482599,8.159337751,5.9,0.970000744,61.11740112,2.416779518,paddy,170,1,1,3,2,1,1,1,30,1,0.048353089,0.06832424,0.398491667,0.06557701,0.019668391,0.008814356,0.097069789,-0.098660256,0.044759944,0.00491167,0.017115964,legume
199,170,25.04999924,2245,1.4031,1.1796,43.5,25.5,10.32482599,8.159337751,5.9,0.970000744,61.11740112,2.416779518,paddy,170,1,1,3,1,1,1,2,40,1,0.033971137,0.070107106,0.265262575,0.065960626,0.085778046,0.019649238,0.097069789,-0.098660256,0.044759944,0.00491167,0.0251137,non-legume
200,170,25.04999924,2245,1.4031,1.1796,43.5,25.5,10.32482599,8.159337751,5.9,0.970000744,61.11740112,2.416779518,paddy,170,1,1,3,2,1,1,2,30,1,0.046379606,0.068320086,0.282107802,0.072947907,0.087404816,0.021285152,0.097069789,-0.098660256,0.044759944,0.00491167,0.017932201,legume
201,172,24.46249962,1969,1.2765,1.08,55.01,27.78,10.9,7.404891304,5.4,0.867153466,78.52940369,4.896664619,paddy,80,1,1,2,1,1,1,2,30,2,0.066328729,0.031835306,0.290116058,0.314314088,0.155788328,-0.013783297,0.100862201,-0.09354526,0.06172047,0.011881963,0.027165942,non-legume
202,106,18.05,1290,1.176,1.145,33.875,25,8.64269142,5.839656365,6.47,0.528078139,74.45760345,2.794022322,paddy,165,1,1,2,1,1,1,5,195,10,0.09785625,0.104743734,0.052230192,0.308704956,0.035922851,0.024476585,0.111957092,-0.101884732,0.043100972,0.005545809,-0.002697867,legume
203,106,18.05,1290,1.176,1.145,33.875,25,8.64269142,5.839656365,6.47,0.528078139,74.45760345,2.794022322,paddy,174.0062777,2,1,2,1,1,1,5,195,10,0.073561988,0.073373871,0.030932533,0.232826522,0.044068591,0.018730147,0.111957092,-0.101884732,0.043100972,0.037260665,-0.002697867,non-legume
204,106,18.05,1290,1.176,1.145,33.875,25,8.64269142,5.839656365,6.47,0.528078139,74.45760345,2.794022322,paddy,192.0188331,2,1,2,1,1,1,5,195,10,0.070030715,0.08321545,0.030602169,0.232448874,0.069508167,0.023833422,0.111957092,-0.101884732,0.043100972,0.035917955,-0.002697867,legume
205,175,18.3,1105.4,1.0972,1.2152,29,14.42,13.39907193,7.881807018,7.1,0.507055759,95.02539825,2.929589987,paddy,162.2,2,2,2,2,2,1,13,150,22,0.076256121,0.067954888,0.037900925,0.273394904,0.190848674,0.027089967,0.117897676,-0.087560791,0.04863925,0.024122779,0.003600774,non-legume
206,175,18.3,1105.4,1.0972,1.2152,29,14.42,13.39907193,7.881807018,7.1,0.507055759,95.02539825,2.929589987,paddy,150,2,2,2,2,2,1,13,165,22,0.076852707,0.04972801,0.038815553,0.277332271,0.185958798,0.019707288,0.117897676,-0.087560791,0.04863925,0.025032203,0.000617277,legume
207,175,18.3,1105.4,1.0972,1.2152,29,14.42,13.39907193,7.881807018,7.1,0.507055759,95.02539825,2.929589987,paddy,162.2,2,1,2,2,1,1,13,150,22,0.074794726,0.08333088,0.015926606,0.272404394,0.140751424,0.028082439,0.117897676,-0.087560791,0.04863925,0.038140741,0.004370948,non-legume
208,175,18.3,1105.4,1.0972,1.2152,29,14.42,13.39907193,7.881807018,7.1,0.507055759,95.02539825,2.929589987,paddy,150,2,1,2,2,1,1,13,165,22,0.075409662,0.061720497,0.01656349,0.278155753,0.138204297,0.019514585,0.117897676,-0.087560791,0.04863925,0.039050165,0.00138745,legume
209,175,18.3,1105.4,1.0972,1.2116,28.75,14.42,13.39907193,7.881807018,7.1,0.507055759,95.02539825,2.929589987,paddy,157.6,2,2,2,2,2,1,13,159,22,0.074602556,0.020982222,0.039113564,0.278040015,0.180557765,0.008133922,0.117897676,-0.08747054,0.04863925,0.024465677,0.001810676,non-legume
210,175,18.3,1105.4,1.0972,1.2116,28.75,14.42,13.39907193,7.881807018,7.1,0.507055759,95.02539825,2.929589987,paddy,143.54,2,2,2,2,2,1,13,155,22,0.073714338,0.018296056,0.022624824,0.277033337,0.183931015,0.008386747,0.117897676,-0.08747054,0.04863925,0.025513751,0.002606275,non-legume
211,175,18.3,1105.4,1.0972,1.2116,28.75,14.42,13.39907193,7.881807018,7.1,0.507055759,95.02539825,2.929589987,paddy,157.6,2,1,2,2,1,1,13,159,17,0.071772385,0.010989702,0.01993215,0.286085695,0.132886164,-0.001504325,0.117897676,-0.08747054,0.04863925,0.038483638,0.00226463,non-legume
212,175,18.3,1105.4,1.0972,1.2116,28.75,14.42,13.39907193,7.881807018,7.1,0.507055759,95.02539825,2.929589987,paddy,143.54,2,1,2,2,1,1,13,155,17,0.071446828,0.007793677,0.007360759,0.285708807,0.135067465,-0.001698658,0.117897676,-0.08747054,0.04863925,0.039531713,0.003060229,legume
213,191,22.7,1500,1.0229,1.264,44.25,37,11.83294664,10.23611301,6.4,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.06961304,-0.297840442,0.175348821,0.215491191,0.206230304,-0.10186981,0.099813352,-0.125605724,0.053191375,-0.004110865,-0.016721987,non-legume
214,191,22.7,1500,1.0229,1.264,44.25,37,11.83294664,10.23611301,6.4,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.06961304,-0.297840442,0.175348821,0.215491191,0.206230304,-0.10186981,0.099813352,-0.125605724,0.053191375,-0.004110865,-0.016721987,non-legume
215,191,22.7,1500,1.0229,1.264,44.25,37,11.83294664,10.23611301,6.4,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.06961304,-0.297840442,0.175348821,0.215491191,0.206230304,-0.10186981,0.099813352,-0.125605724,0.053191375,-0.004110865,-0.016721987,non-legume
216,191,22.7,1500,1.0229,1.264,44.25,37,11.83294664,10.23611301,6.4,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.06961304,-0.297840442,0.175348821,0.215491191,0.206230304,-0.10186981,0.099813352,-0.125605724,0.053191375,-0.004110865,-0.016721987,non-legume
217,191,22.7,1500,1.0229,1.264,44.25,37,11.83294664,10.23611301,6.4,0.918981016,67.03859711,3.766706705,paddy,110,1,1,1,2,1,1,3,214,31,0.068816713,-0.239406446,0.173562669,0.190042306,0.182525024,-0.080236722,0.099813352,-0.125605724,0.053191375,0.009907097,-0.015951813,non-legume
218,191,22.7,1500,1.0229,1.284,44.75,37,10.78886311,9.632913491,6.2,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.067044821,-0.080352815,0.163339587,0.2106014,0.222097431,-0.023002446,0.099813352,-0.126468272,0.053191375,-0.004110865,-0.016721987,legume
219,191,22.7,1500,1.0229,1.284,44.75,37,10.78886311,9.632913491,6.2,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.067044821,-0.080352815,0.163339587,0.2106014,0.222097431,-0.023002446,0.099813352,-0.126468272,0.053191375,-0.004110865,-0.016721987,legume
220,191,22.7,1500,1.0229,1.284,44.75,37,10.78886311,9.632913491,6.2,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.067044821,-0.080352815,0.163339587,0.2106014,0.222097431,-0.023002446,0.099813352,-0.126468272,0.053191375,-0.004110865,-0.016721987,legume
221,191,22.7,1500,1.0229,1.284,44.75,37,10.78886311,9.632913491,6.2,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.067044821,-0.080352815,0.163339587,0.2106014,0.222097431,-0.023002446,0.099813352,-0.126468272,0.053191375,-0.004110865,-0.016721987,legume
222,191,22.7,1500,1.0229,1.284,44.75,37,10.78886311,9.632913491,6.2,0.918981016,67.03859711,3.766706705,paddy,110,1,1,1,2,1,1,3,214,31,0.067226812,-0.054841793,0.161440019,0.189605408,0.194687372,-0.013686975,0.099813352,-0.126468272,0.053191375,0.009907097,-0.015951813,legume
223,191,22.7,1500,1.0229,1.338,44.75,37.5,9.51276102,9.289805684,6.2,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.07869861,-0.081598914,0.173912573,0.201076964,0.20679817,-0.020429862,0.099813352,-0.130058193,0.053191375,-0.004110865,-0.016721987,non-legume
224,191,22.7,1500,1.0229,1.338,44.75,37.5,9.51276102,9.289805684,6.2,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.07869861,-0.081598914,0.173912573,0.201076964,0.20679817,-0.020429862,0.099813352,-0.130058193,0.053191375,-0.004110865,-0.016721987,mixture
225,191,22.7,1500,1.0229,1.338,44.75,37.5,9.51276102,9.289805684,6.2,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.07869861,-0.081598914,0.173912573,0.201076964,0.20679817,-0.020429862,0.099813352,-0.130058193,0.053191375,-0.004110865,-0.016721987,non-legume
226,191,22.7,1500,1.0229,1.338,44.75,37.5,9.51276102,9.289805684,6.2,0.918981016,67.03859711,3.766706705,paddy,110,1,2,1,2,2,1,3,214,31,0.07869861,-0.081598914,0.173912573,0.201076964,0.20679817,-0.020429862,0.099813352,-0.130058193,0.053191375,-0.004110865,-0.016721987,non-legume
227,191,22.7,1500,1.0229,1.338,44.75,37.5,9.51276102,9.289805684,6.2,0.918981016,67.03859711,3.766706705,paddy,110,1,1,1,2,1,1,3,214,31,0.075403441,-0.057458882,0.174108209,0.189023596,0.184137477,-0.013691798,0.099813352,-0.130058193,0.053191375,0.009907097,-0.015951813,non-legume
228,72,23.80833435,759,0.3828,1.62,78.5,12.6,3.6,8.181818182,7.6,0.606619239,86.3470993,4.487538338,paddy,150,1,1,3,1,1,1,14,54,2,0.060362053,0.092889985,0.522962526,0.064558302,0.143371799,0.027506892,0.088662037,-0.075261959,0.05708699,0.00640253,0.032187188,non-legume
229,72,23.80833435,759,0.3828,1.62,78.5,12.6,3.6,8.181818182,7.6,0.606619239,86.3470993,4.487538338,paddy,180.72,2,1,3,1,1,1,14,54,2,0.055849801,0.087485251,0.462385248,0.031900788,0.154560414,0.033750424,0.088662037,-0.075261959,0.05708699,0.036498781,0.032187188,non-legume
230,72,23.80833435,759,0.3828,1.62,78.5,12.6,3.6,8.181818182,7.6,0.606619239,86.3470993,4.487538338,paddy,150,1,1,3,1,1,1,14,54,2,0.060362053,0.092889985,0.522962526,0.064558302,0.143371799,0.027506892,0.088662037,-0.075261959,0.05708699,0.00640253,0.032187188,mixture
231,72,23.80833435,759,0.3828,1.62,78.5,12.6,3.6,8.181818182,7.6,0.606619239,86.3470993,4.487538338,paddy,180.72,2,1,3,1,1,1,14,54,2,0.055849801,0.087485251,0.462385248,0.031900788,0.154560414,0.033750424,0.088662037,-0.075261959,0.05708699,0.036498781,0.032187188,mixture
232,72,23.80833435,759,0.3828,1.62,78.5,12.6,3.6,8.181818182,7.6,0.606619239,86.3470993,4.487538338,paddy,150,1,1,3,1,1,1,14,54,2,0.060362053,0.092889985,0.522962526,0.064558302,0.143371799,0.027506892,0.088662037,-0.075261959,0.05708699,0.00640253,0.032187188,mixture
233,72,23.80833435,759,0.3828,1.62,78.5,12.6,3.6,8.181818182,7.6,0.606619239,86.3470993,4.487538338,paddy,180.72,2,1,3,1,1,1,14,54,2,0.055849801,0.087485251,0.462385248,0.031900788,0.154560414,0.033750424,0.088662037,-0.075261959,0.05708699,0.036498781,0.032187188,mixture
234,72,23.80833435,759,0.3828,1.564,70.5,13.5,3.51,6.93525271,7.81,0.606619239,86.3470993,4.487538338,paddy,0,1,1,3,1,1,1,6,49,24,0.127329236,0.070862816,0.565753599,0.040224217,0.114588069,0.03998719,0.088662037,-0.079261274,0.05708699,0.017583979,0.028043158,non-legume
235,72,23.80833435,759,0.3828,1.564,70.5,13.5,3.51,6.93525271,7.81,0.606619239,86.3470993,4.487538338,paddy,109.4,2,1,3,1,1,1,6,49,24,0.117365172,0.063947491,0.354903684,-0.007774363,0.129955235,0.05555652,0.088662037,-0.079261274,0.05708699,0.041815187,0.028043158,legume
236,208,15.75833321,992,0.8063,1.368,37.5,25,2.5638051,5.232255306,8.55,0.569274354,72.39830017,2.325404167,paddy,124.2,1,1,2,1,1,1,5,153,17,0.156090376,-0.159318563,0.170009799,0.229406242,0.070709183,-0.040653561,0.083426051,-0.108968753,0.040552593,0.008587163,0.006098633,non-legume
237,208,15.75833321,992,0.8063,1.368,37.5,25,2.5638051,5.232255306,8.55,0.569274354,72.39830017,2.325404167,paddy,124.2,1,1,2,2,1,1,5,153,17,0.081982999,-0.14207031,0.037390143,0.261090203,0.079470084,-0.055084537,0.083426051,-0.108968753,0.040552593,0.008587163,-0.003071865,non-legume
238,208,15.75833321,992,0.8063,1.412,37.25,25,2.5638051,5.232255306,8.55,0.570908678,72.39830017,2.325404167,paddy,124.2,1,1,2,1,1,1,5,153,17,0.145660882,-0.193288305,0.167269034,0.220240656,0.070710672,-0.054562993,0.083426051,-0.111653121,0.040579001,0.008587163,0.006098633,legume
239,208,15.75833321,992,0.8063,1.412,37.25,25,2.5638051,5.232255306,8.55,0.570908678,72.39830017,2.325404167,paddy,124.2,1,1,2,2,1,1,5,153,17,0.078199411,-0.178119457,0.035986259,0.25045759,0.07968258,-0.067354866,0.083426051,-0.111653121,0.040579001,0.008587163,-0.003071865,non-legume
240,208,15.75833321,992,0.8063,1.382,38,25,5.493039442,8.78158507,8.048,0.57042228,72.39830017,2.325404167,paddy,124.2,1,1,2,1,1,1,5,153,17,0.127073942,-0.253870292,0.171225767,0.245168962,0.070176666,-0.086061067,0.083426051,-0.107276034,0.040571141,0.008587163,0.006098633,mixture
241,208,15.75833321,992,0.8063,1.382,38,25,5.493039442,8.78158507,8.048,0.57042228,72.39830017,2.325404167,paddy,124.2,1,1,2,2,1,1,5,153,17,0.07369336,-0.250166371,0.032608339,0.277512214,0.078828058,-0.098117756,0.083426051,-0.107276034,0.040571141,0.008587163,-0.003071865,mixture
242,208,15.75833321,992,0.8063,1.392,38.875,24.25,5.020143852,7.868564031,7.99,0.571034742,72.39830017,2.325404167,paddy,124.2,1,1,2,1,1,1,5,153,17,0.113062381,-0.239115252,0.166923516,0.224355669,0.071428156,-0.082054443,0.083426051,-0.106696401,0.040581038,0.008587163,0.006098633,mixture
243,208,15.75833321,992,0.8063,1.392,38.875,24.25,5.020143852,7.868564031,7.99,0.571034742,72.39830017,2.325404167,paddy,124.2,1,1,2,2,1,1,5,153,17,0.062679219,-0.23429833,0.030606303,0.247791746,0.080021511,-0.091546401,0.083426051,-0.106696401,0.040581038,0.008587163,-0.003071865,mixture
244,208,15.75833321,992,0.8063,1.356,37.375,25,6.58,9.591836735,7.85,0.560342717,72.39830017,2.325404167,paddy,124.2,1,1,2,1,1,1,1,153,17,0.10851946,-0.086552398,0.250376193,0.263662556,-0.070642297,-0.055927662,0.083426051,-0.105884306,0.040408273,0.008587163,0.002833686,mixture
245,208,15.75833321,992,0.8063,1.356,37.375,25,6.58,9.591836735,7.85,0.560342717,72.39830017,2.325404167,paddy,124.2,1,1,2,2,1,1,1,153,17,0.061749963,-0.081177293,0.100978856,0.290106791,-0.066984417,-0.064218369,0.083426051,-0.105884306,0.040408273,0.008587163,-0.006336812,mixture
246,208,15.75833321,992,0.8063,1.356,37.375,25,6.58,9.591836735,7.85,0.560342717,72.39830017,2.325404167,paddy,124.2,1,1,2,1,1,1,2,152,17,0.117782652,-0.085062974,0.214945472,0.262131562,0.025151026,-0.039677219,0.083426051,-0.105884306,0.040408273,0.008587163,0.003848822,mixture
247,208,15.75833321,992,0.8063,1.356,37.375,25,6.58,9.591836735,7.85,0.560342717,72.39830017,2.325404167,paddy,124.2,1,1,2,2,1,1,2,152,17,0.065173531,-0.079738712,0.073375588,0.295337565,0.030992472,-0.051161016,0.083426051,-0.105884306,0.040408273,0.008587163,-0.005321675,mixture
248,208,15.75833321,992,0.8063,1.356,37.375,25,6.58,9.591836735,7.85,0.560342717,72.39830017,2.325404167,paddy,124.2,1,1,2,1,1,1,3,152,17,0.117748684,-0.086570752,0.212668814,0.255770627,0.069692793,-0.034349154,0.083426051,-0.105884306,0.040408273,0.008587163,0.004665059,mixture
249,208,15.75833321,992,0.8063,1.356,37.375,25,6.58,9.591836735,7.85,0.560342717,72.39830017,2.325404167,paddy,124.2,1,1,2,2,1,1,3,152,17,0.064602434,-0.08120478,0.066707966,0.290966208,0.075784352,-0.046003128,0.083426051,-0.105884306,0.040408273,0.008587163,-0.004505439,mixture
250,208,15.75833321,992,0.8063,1.356,37.375,25,6.58,9.591836735,7.85,0.560342717,72.39830017,2.325404167,paddy,124.2,1,1,2,1,1,1,4,152,17,0.12226415,-0.090300122,0.201011151,0.2555471,0.072635077,-0.033116031,0.083426051,-0.105884306,0.040408273,0.008587163,0.005481296,mixture
251,208,15.75833321,992,0.8063,1.356,37.375,25,6.58,9.591836735,7.85,0.560342717,72.39830017,2.325404167,paddy,124.2,1,1,2,2,1,1,4,152,17,0.067803989,-0.084800231,0.057119451,0.291376931,0.078908281,-0.045357567,0.083426051,-0.105884306,0.040408273,0.008587163,-0.003689202,mixture
252,72,23.80833435,759,0.3828,1.6,80.5,10.9,4.169805102,10.74692037,7.2,0.606619239,86.3470993,4.487538338,paddy,43.86363636,1,2,3,1,1,1,1,30,12,-0.014417547,0.058422632,0.844613201,0.090269214,0.139548054,-0.032881818,0.088662037,-0.066699214,0.05708699,0.00029629,0.026982145,mixture
253,72,23.80833435,759,0.3828,1.6,80.5,10.9,4.169805102,10.74692037,7.2,0.606619239,86.3470993,4.487538338,paddy,43.86363636,1,2,3,1,1,1,2,31,12,-0.020438374,0.058314911,0.731765143,0.086085961,0.139970878,-0.027536669,0.088662037,-0.066699214,0.05708699,0.00029629,0.027599481,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixture
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-legume
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,non-legume
